speaker,sentence,emotion,annotation
Phoebe,"Embryossss? As in, ""More than one?""",5,0000050
Dr. Zane,"Um-hmm, five actually.",0,5000000
Phoebe,"Five? Okay, where am I giving birth, a hospital or a big box under the stairs?",0,3001010
Dr. Zane,We do five because that gives you a 25% chance that at least one will attach.,0,5000000
Phoebe,Thats it! 25 percent? That means thats its like 75 percent chance of no baby at all!,5,0000140
Frank,"Hey, yknow I was thinking, what are the odds like if-if, if you stuff like 200 of them in there?",0,5000000
Alice,"Sweety, now, shes a woman, not a gumball machine.",0,4000001
Phoebe,"Okay, well yknow what, dont worry you guys, cause Im-Im gonna do this as many times as it takes to get it right.",0,5000000
Frank,"Well, you see, the-the thing is, we-we only got, we kinda have one shot to make it right.",0,5000000
Alice,"Umm, it costs $16,000 each time you do this.",0,4001000
Alice,"So, umm, were kinda using all the money we have to do it just this one time.",0,4001000
Phoebe,"Whoa!! Thatokay, thats a",7,2001020
Dr. Zane,"No, Im sorry.",0,3020000
Phoebe,Wow! You guys really dont know anything!,5,0000131
Frank,I know! Why dont you get drunk! That worked for a lot of girls in my high school.,7,2100011
Monica,Sorry. So hows it going with Joey?,0,4010000
Chandler,Oh just great.,0,4000001
Chandler,He beeps me now with codes.,0,4000001
Chandler,"One is, ""Bring me food.""",0,4000001
Chandler,"Two is, ""Im with a girl, bring us food.""",0,4000001
Chandler,"Three is, ""Im lost and I cant find food.""",0,4000001
Joey,"Hey! Is uh, is she gonna be all right?",7,1101020
Monica,Yeah! Shes right in there!,1,2300000
Joey,"Oh great.   Hey! Go take off those pants, they look ready!",1,1400000
Joey,Hey!,0,3200000
Monica,Hey!,0,3200000
Joey,You guys got anything to eat? I just went down to Johnos for some chicken and it was closed!,5,0010040
Phoebe,"Oh, I took Larry there to eat but it was all violated. So we shut it down!",6,1000004
Joey,"Pheebs, if this guy keeps closing down all of our favorite places, where are we gonna eat?!",7,0012020
Monica,"I don't know, clean places?",0,3000011
Joey,"Umm, yum!",0,3200000
Monica,It's Danny.,0,5000000
Rachel,Don't let him in! I'm supposed to be at a regatta gala.,3,0004100
Monica,We'll be right there!  Can't you just say it starts later?,7,2000021
Rachel,What? What kind of a regatta gala starts at night?!,5,0000050
Monica,The fake kind!,7,2100110
Danny,"Hey, hi, I need a ladle. You got a ladle?",0,4000010
Monica,We have a ladle.,0,5000000
Danny,"Thanks, see you at the party.",0,3200000
Monica,"Okay, great!",1,1400000
Phoebe,"Hey, guys, you know what Larry would say? He would say, ""See you ladle.""",0,3200000
Monica,You're so efficient. I love you!,1,0500000
Chandler,Let's go!,1,1300010
Monica,No-no-no! We need something old!,7,1201010
Chandler,"Ohh, great, I have condom in my wallet I've had since I was twelve.",7,2210000
Monica,That'll work!,1,0400010
Chandler,I don't think so.,0,3011000
Monica,"Okay, now we just need something borrowed!",1,1300010
Chandler,Here justtake this.,0,3200000
Monica,That's stealing!,7,0001022
Chandler,"No, we'll-we'll bring it back! Just put it under your dress.",0,3100010
Monica,Ohh.,7,2100020
Chandler,"Okay, one thing at a time.",0,4100000
Barry,Sorry about that. So. What have you been up to?,0,4010000
Rachel,"Oh, not much. I-I got a job.",1,2300000
Barry,"Oh, that's great.",1,0500000
Rachel,Why are- why are you so tanned?,5,2000030
Barry,"Oh, I, uh- I went to Aruba.",0,3200000
Monica,Noooo!  I'm lying. I am so drunk.,1,1300010
Rachel,"Oh God, oh.",7,1100012
Rachel,"Great, Monica, y'know what, you could've called, I have been up here, I've been worried...",2,0031100
Rachel,Monica? Monica!,7,0102110
Monica,Water rules!,1,0500000
Rachel,"Yes, yes, it does. Okay, look, the restaurant called, they wanna know if you're gonna be showing up for work?",0,3000101
Monica,Nope. Going to the,0,5000000
Rachel,"Okay Monica, what are you doing? You're gonna lose your job! This is not you!",7,0011210
Monica,"No, it is me!",1,0400100
Monica,"Y'know, I'm not just the person who needs to fluff the pillows and pay the bills as soon as they come in!",4,2000300
Monica,"Y'know, when I'm with her, I am so much more than that.",7,2100200
Monica,I'm- I'm Monana!,1,2300000
Rachel,"Hello? Yes, she is, hold on a second, please. Monana, it's for you, the credit card people.",0,4100000
Monica,Helloooo? Yeah. Oh my God. Thanks.,1,0300020
Rachel,What?,0,3100010
Monica,They've arrested Monica.,7,1020020
Joey,Note the painterly lines    and subtle impasto on this canvas. Monet painted quickly and usually outdoors    as his elusive subject was light itself.,0,5000000
Ross,"Now, do you have any idea what you just said?",0,3000020
Joey,"No, no, my mouth    says the words, my brain is thinking monster trucks!",0,3101000
Ross,"Ok now, remember, when you get to the museum, Monet is not spelt    M-O-N-A-Y.",0,4100000
Ross,I just...,0,5000000
Ross,I wrote that out phonetically for you.,0,5000000
Joey,Phonetically?,0,3000020
Ross,"Yeah, yeah that means... you know? We just... we don't have time    for this.",0,4010000
Joey,Ok.,0,5000000
Ross,"Ok, but you know what? I gotta say, I'm really impressed that    you were able to memorize all this so quickly!",5,0000050
Joey,"Ah! I'm an actor! I can memorize anything! Last week on ""Days""    I had to say ""Frontal temporal zygomatic craniotomy"".",7,1200020
Ross,Wow. What does,5,1000040
Joey,No idea!,7,2200010
Joey,"But the guy I said it to dies in the next scene so I    guess it means ""you're gonna get eaten by a bear"".",7,1010021
Ross,Ok! So let's move on to the Renaissance?,0,3100010
Joey,"Ok, Caravaggio uses chiaroscuro here to highlight the anguish    of the central figure. Touch it, it's really bumpy! .",0,4000010
Ross,"Nah ah! Nah ah!  No no no! No ad-libbing    and dude, you can't",7,0000221
Joey,Come on! you...,0,3000200
Ross,No!,4,0000500
Ross,Oh.  Oh-oh.,0,3101000
Rachel,Hey!  What happened to you? Why didnt you come up?,5,0000050
Ross,Done!,1,1300010
Rachel,You just finished?,7,1100021
Ross,"Well, I wanted to be thorough.",0,3101000
Ross,"I mean this-this is clearly very, very important to you, to us!",7,1201010
Ross,"And so I wanted to read every word carefully, twice!",7,1202000
Rachel,"So umm, does it?",0,3002000
Ross,Im sorry.,2,1040000
Rachel,Does it?,3,2003000
Ross,"Does it? Does it? Yeah, I wanted to give that whole Does it? part just another glance.",0,4001000
Rachel,"What are you talking about, Ross, you just said that you read it twice!",4,0000410
Rachel,"Look, y'know what, either it does or it doesnt, and if you have to even",4,0000302
Ross,"No, Rach, no. I dont, I dont, I dont",0,3020000
Rachel,Are you sure?,7,0102200
Ross,"Oh, sure! Im sure.",7,2200010
Rachel,I know.,0,3100001
Russell,You got married again.,0,4000010
Ross,Yes.,0,5000000
Russell,So thats your second marriage in two years.,0,3000020
Ross,"Yes, second in two years. Third overall.",0,5000000
Russell,"Ross, I have been a divorce attorney for 23 years and never had I so much business from one client.",0,3000011
Russell,Why dont you tell me what happened.,0,5000000
Ross,"Basically, Rachel and I were in Vegas and we got drunk",0,5000000
Russell,"Im sorry, is this the same Rachel whos name you said at the altar in the second marriage?",5,1000031
Ross,"Yes-yes-yes! But, I-I do",7,1111010
Russell,"Oh, thats better then.",0,4100000
Ross,This was just a drunken mistake and I need to get it annulled.,0,4010000
Russell,I see. Have you considered therapy?,0,5000000
Ross,I think just the,0,5000000
Russell,There are a couple of forms to fill out.,0,5000000
Ross,Easy.,0,5000000
Russell,"And well need to have witnesses who can testify that you were not of uh, sound mind.",0,5000000
Ross,No problem.,0,5000000
Russell,And well need you and Rachel to testify before a judge.,0,5000000
Ross,Ooh!,5,0000050
Ross,Theres no way to do this without her?,5,1001030
Ross,"Cause I kinda all ready told her uh, it was, it was already taken care of.",3,2003000
Chandler,No!,7,1000211
Monica,Okay.,0,3020000
Ross,"So, Phoebs owes $7.50, Monica, you owe $10, and Rachel, you owe fifteen big ones.",0,4100000
Joey,"But hey, thanks for teachin' us Cross-Eyed Mary. You guys, we gotta play that at our regular game.",0,4100000
Phoebe,"Alright, here's my $7.50.  But I think you should know that this money is cursed.",0,4001000
Joey,What?,5,0000050
Phoebe,"Oh, I cursed it. So now bad things will happen to he who spends it.",0,4100000
Chandler,"That's alright, I'll take it.",0,4100000
Chandler,Bad things happen to me anyway.,0,4010000
Chandler,This way I can break 'em up with a movie.,0,4100000
Ross,"Well, that just leaves the big Green poker machine, who owes fifteen...",0,5000000
Joey,Ah!  Huh?,5,0000050
Phoebe,You wanna do it right now?,0,4000010
Julie,Great!,1,0500000
Phoebe,"Ok, I just wanna be really sure this time. Andie McDowell's the girl from",0,3001010
Rachel,No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy from,0,3000011
Phoebe,"Oh, yeah. Ok, thank you.",0,3200000
Rachel,You're welcome.,0,4100000
Ross,is for me not to see you anymore.,2,1030100
Rachel,That's crazy!,5,0000230
Rachel,You can't do that!,7,0010220
Rachel,What are you going to tell her?,7,1002011
Rachel,Oh God.,3,0004001
Rachel,"Ohh, you already agreed to this, haven't you?",7,0011111
Ross,"It's awful I know, I mean, I feel terrible but I have to do this if I want my marriage to work.",2,0041000
Ross,"And I do, I have to make",2,1030100
Rachel,Ohh! Lucky me! Oh my God! That,7,0000221
Ross,You have no idea what a nightmare this has been. This is so hard.,2,0031001
Rachel,"Oh yeah, really? Is it Ross? Yeah? Okay, well let me make this a just a little bit easier for you.",4,0000410
Ross,What are you doing?,5,1010030
Rachel,Storming out!,4,0000500
Ross,"Rachel, this is your apartment.",0,4010000
Rachel,"Yeah, well that's how mad I am!!",4,0000500
Joey,These little women. Wow!,5,0200030
Chandler,"Your liking it, huh?",0,3200000
Joey,Oh yeah! Amy just burned Jos manuscript. I dont see how he could ever forgive her.,1,1300010
Ross,"Umm, Jos a girl, its short for Josephine.",0,3100010
Phoebe,Chandler.,0,5000000
Chandler,Hi.,0,5000000
Frank,Hi.,0,5000000
Phoebe,Joey.,0,5000000
Joey,Hey-hey!,1,0500000
Frank,Hey.,0,5000000
Phoebe,This is Monica.,0,5000000
Frank,Whoa!,5,0100040
Phoebe,And this is Rachel.,0,5000000
Rachel,Hi!,1,0400010
Frank,Whoa!!,5,0100040
Phoebe,Im gonna get coffee.,0,5000000
Frank,"Hey, how do you guys get anything done?",7,1200020
Chandler,"We dont, really.",0,4100000
Rachel,"Well, so, now, do you guys have a lot of big plans?",0,4000010
Phoebe,"Oh yeah! Yeah, no, were gonna connect, y'know bond, and everything.",7,2200010
Frank,"Yeah, I was thinking that maybe we could go down to Time Square and pick up some ninja stars.",0,3200000
Frank,"And, oh, um, my friend Larry, he wants me to take a picture of a hooker.",0,4100000
Chandler,"You know, we dont really take advantage of living in the city.",7,2020010
Joey,I know.,0,3020000
Rachel,"Okay, Chandler!",0,4100000
Chandler,Okay.,0,5000000
Rachel,"And your horoscope says, ""On the fifth a special someone is going to give you a gift.""",7,2200010
Chandler,"Oh, well thank you in advance.",1,2300000
Rachel,"Op, but the twelfth brings a lovers spat.",5,2000030
Rachel,"Oh, wait and on the nineteenth a secret crush announces itself.",5,1000040
Joey,Hey guys!,0,3200000
Chandler,Hey!!,1,2300000
Rachel,Oh my God! Its Joey Tribbiani of Mac and C.H.E.E.S.E.!!!!!!!,5,0200030
Chandler,Oh thats right. Its your first day! So are you psyched to fight fake crime with your robot sidekick?,1,1300001
Joey,Am I psyched? The lead in my own TV series? Ive dreamed about this for years! Why have I not been preparing?!,1,0311000
Phoebe,"No! Joey, youre going to be great!",0,3200000
Joey,"But I got to act with a robot Pheebs, and-and I dont know anything about technology!",3,0005000
Joey,I cant even use Chandlers computer except to find porn!,7,1020101
Joey,And-and thats only cause its right there when you turn it on!,7,2020001
Monica,I think our lovers spat will start a little early this month.,7,2000012
Phoebe,Ill be waiting.,0,4000001
Monica,"Now, this is last minute so I want to apologize for the mess. Okay?",7,2021000
Rachel,Oh my God! It sure didnt look this way when I lived here.,5,0000041
Monica,I know!,5,0000041
Monica,"Now look, theres only one problem though.",7,2011100
Monica,"Theres only room for one, so I guess one of you will have to stay at Joeys.",0,4010000
Phoebe,"Well, since the fire was kinda my fault I guess  you should get to stay here.",2,1040000
Rachel,"Hey! Hey-hey, now this was no ones fault Pheebs. Okay? It was an accident.",7,2010020
Phoebe,"Well no, it was my fault so you should get the nice room.",0,3020000
Rachel,Okay!,1,1400000
Monica,So Rach!,1,1300010
Monica,Youre the first guest at Hotel Monica!,1,0500000
Monica,"Umm, youll just have to tell me how you like your eggs in the morning.",0,5000000
Monica,"And I thought I would bring them to you, yknow, in bed.",0,3100010
Monica,"Oh, you have been through so much.",2,0050000
Rachel,I have.,2,1040000
Monica,This is just Bactine. It won't hurt.,0,5000000
Joey,"Sorry, that was wax.",0,3011000
Phoebe,"Oh, poor little Tooty is scared to death. We should find his owner.",2,1031000
Ross,Why don't we just put 'poor little Tooty' out in the hall?,6,1001003
Rachel,During a blackout? He'd get trampled!,7,1002110
Ross,Yeah?,0,4000010
Ross,"Ben, I want you to know that there may be some times when I may not be around, like this.",2,2030000
Ross,"But I'll still always come back, like this.",0,3110000
Ross,"And sometimes I may be away longer, like this.",0,3020000
Ross,"But I'll still always come back, like this.",0,3110000
Chandler,"And sometimes, I'll want you to steal third, and I'll go like this.",7,2200010
Monica,He is so amazing.,1,0400010
Rachel,"Oh, I know. Look at him.",1,1400000
Joey,"Ben, Ben, hey Ben. Nothing. I don't think that's his name.",0,4001000
Phoebe,"Oh, look, look, he's closing his eyes.  Look, he's opening his eyes.",7,2200010
Joey,"He doesn't do much, does he?",0,3000020
Ross,"No, this is pretty much it.",0,4010000
Rachel,You guys wanna get some coffee?,0,4100000
All,Yeah.,0,4100000
Ross,"All right, I'll see you guys later.",0,5000000
Phoebe,"Oh, look, he's closing his eyes again.",0,3100010
Ross,"Come on, they're gonna love you.",1,2300000
Joey,Here you go.,0,5000000
Phoebe,Oh my God! This is a six-hour pill!  Thats it! Im out of the woods! Ohh! What a relief!,1,0400010
Joey,Good for you!,1,0500000
Phoebe,"Oh, its like a huge weight has been lifted!",1,0500000
Phoebe,"Cause look,  no hair loss, not a rash, no hives, Im just so happy!",1,0500000
Phoebe,"Because no shortness of breath, no temporary euphoriaOh.",0,3200000
Chandler,"Well, thank you for lunch.",0,3200000
Rachel,"What? Wait a minute, I didnt pay, I thought you paid!",7,2001020
Chandler,So apparently we just dont pay for food anymore.  Do you see what I see?,0,3000011
Monica,How did it go?,0,4001000
Chandler,Had the money in the wrong hand.,0,3000020
Monica,"All right, Im gonna go steam my wedding dress okay? Who wants the responsibility of making sure nothing happens to it?",0,3002000
