class_names,sentences
0, DSL is better than dial-up?
1," It's the best choice; plus, it won't tie up your phone line."
0, I'm not sure what that means.
0," Dial-up is connected through your phone, unlike DSL."
-1, That'll make it impossible for me to use. 
1, Exactly. With DSL you don't have that problem.
0, Will you look at this form?
0, Are you having problems with it?
-1, I don't understand some things. 
1, Let me help you.
0, What does MI mean?
0, MI stands for Middle Initial.
0, What does MM/DD/YY mean?
0, That means Month/Day/Year. Use numbers.
-1, I don't understand. 
0," For example, if your birth date is January 12, 1987, write 01/12/87."
1, Oh. That's simple enough.
0," Always print clearly, and fill in the bubbles completely."
1, That is easy.
0, You can try again.
0, Let's go to the animal shelter.
0, What do you want to do?
0, I want to get a puppy for my son.
1, That will make him so happy.
1, I'll get him one of those little dogs.
0, One that won't grow up too big.
0, And eat too much.
0, Do you know which one he would like?
0," Oh, yes, I took him there yesterday. He showed me one that he really liked."
0, I bet you had to drag him away.
0, He wanted to take it home yesterday.
0, I wonder what he'll name it.
0, What's the weather like?
0, I don't know. I just woke up.
-1, Why don't you look outside? 
0, Okay. It looks like rain.
0, Why do you say that?
0, The sky is gray.
0, Is it raining right now?
0, No.
0, How do you know?
0, The street isn't wet.
0, I have to go shopping today.
0, You'd better take an umbrella.
-1, I can't believe how hot it is. 
-1, It's not even noon yet. 
-1, That means it will get hotter. 
-1, I am dying from the heat. 
0, Turn on the air conditioner.
-1, It doesn't work. 
0, What happened?
0, I don't know.
0, Did you call the repairman?
0, Of course.
0, When is he coming?
-1, He's busy. He said next week. 
1, I'll be glad when winter comes.
0, Why is that?
1, Because I love the snow.
1," Yes, the snow is fun."
1, Last year we made a big snowman.
0, How big was it?
1, It was seven feet tall!
0, How long did it take?
0, It took us all day.
0, Did you give him a nose?
0, Of course. We gave him a big carrot for a nose.
1, Let me help you make one this year.
0, I'm going to the bank.
0, What do you need to do?
0, I need to withdraw some money.
0, How are you going to do that?
0, I'll just use the ATM.
0, What's that?
0, It's the Automatic Teller Machine.
0, It gives you money?
0, I just insert my debit card into the machine.
0, And it gives you money?
0," Well, it gives me money, but it's my own money."
0, Oh. I thought it gave you free money.
0," Can you give me a little help, please?"
0, That's what I'm here for.
0, Can I return this DVD even though I already opened it?
1, That won't be a problem if you have your receipt.
1, It's right here in my wallet.
-1," Oh, the date on the receipt says that you bought it too long ago to return it. "
-1, But aren't there any exceptions? 
-1," If I make an exception for you, I have to do it for everyone. "
-1, How do you expect to keep loyal customers? 
-1," I wish I could help you, but I didn't make the rules. "
0, Did you put the blue bin out on the street?
-1," Oh, no. I forgot. "
0," Well, you'd better take it out front."
0, What time does the recycle truck come by?
0," It usually gets here at noon on Tuesday, which is tomorrow."
0, I'll just take it out to the street tomorrow morning.
-1," Oh, no, you don't. "
0, What do you mean?
-1, Every morning you get up late and rush off to work late. 
0, Do you think I'll forget to do it?
-1," You'll remember to do it, but you won't have time to do it. "
0," Okay, I'll take it out front right now."
0, Are you ready?
0, Ready for what?
0, Ready for the big switch.
0, What are you talking about?
0, The nation is switching to digital TV.
1, Oh. Of course I'm ready.
0, Did you buy the converter?
1," No, I don't need a converter because I bought a new digital TV!"
0, How much was that?
1, It was only about $120 for a 13-inch screen. Cheap.
0, Does it pick up any digital channels?
0," Oh, yes."
1, People are funny.
0, They sure are.
0, Did you hear about the pilot?
0, The one that stole a small plane?
0," Yes, he stole a plane in Canada and flew into the U.S."
0, Did they catch him?
0," Yes. After two U.S. fighter jets followed him for an hour, he landed on a highway."
0, Did he crash?
0," No, he just landed the plane and walked to a restaurant."
0, Did the cops find out why he flew into the U.S.?
-1, His life sucked. He was hoping a fighter jet would shoot him down. 
0, Alright.
0, The police need our help finding a robber.
0, How do you know?
0, The TV news is reporting a bank robbery.
0, Do they know what the robber looks like?
0," Yes, he's 6 feet tall, 200 pounds, black hair, and about 30 years old."
0, What race is he?
0, They didn't say.
-1, The TV news doesn't tell us the race anymore. 
-1, Of course not. That would be racist. 
-1, But how can we identify someone if we don't know their race? 
-1, Don't ask me. 
-1," Then they also shouldn't tell us if the robber is male or female, because that is sexist. "
0, I need to get my high speed internet installed.
0, You'll need to make an appointment.
0," Could I do that right now, please?"
0, What day would you like us to do the installation?
0, Is Friday good?
-1, We're only available at 3:00 pm. 
0, You can't come any earlier than that?
-1, I'm sorry. That's the only available time. 
0, Are you available this Saturday?
1, Yes. Anytime on Saturday will be fine.
0, How does 11:00 sound?
1, We can do it. See you then.
1, I would like high speed internet installed in my house.
0, You have to make an appointment before we can come out and install it.
0, I'd like to make an appointment right now.
0, What day are you available?
0, I would like to have it done this Friday.
-1, Three o'clock is the only time we can come in. 
0, Is it possible for someone to come a little earlier?
-1," I'm sorry, but that's our only available time. "
0, How about Saturday?
1, We're completely open on Saturday.
0, Can you come over at 11:00?
1, That'll be fine.
0, When can I get high speed internet installed?
0, You're going to have to make an appointment.
0, Can I make one right now?
0, When would you like the installation to be done?
0, I'm off this Friday.
-1, The only time we can come on Friday is at 3:00 pm. 
0, I'm going to need it installed earlier than that.
-1," I'm sorry, but we're booked up on Friday. "
0, Is Saturday any better?
1, Saturday is perfect. What time would you like?
0, Is 11:00 fine?
1, That's perfect. See you on Saturday.
-1, Don't wipe your nose on your sleeve. 
-1, But I don't have a tissue. 
0, Then go find a tissue in the bathroom.
-1, I didn't have time to get one from there. 
-1, Your sleeves are not tissues! 
-1," But Mom, all my friends use their sleeves. "
-1, That doesn't make it right. 
0, I saw Dad wipe his nose on his sleeve yesterday.
0, I will talk to your father about that.
0, I bet Dad did it all the time when he was my age.
-1, I'm worried. 
0, Worried about what?
0, I'm getting married.
1," You should be happy, not worried."
-1," I am happy, but marriage is a lot of responsibility. "
0," Yes, you have to take care of your wife."
0, And I have to take care of our children.
0, Are you going to start a family?
1, Yes. We want to have a little boy and a little girl.
1, That sounds wonderful.
-1, Except we can't afford it! 
0, No wonder you're worried.
-1, I don't get art. 
0, Or artists.
-1, They're in a different world. 
0, I saw a painting of a jar that was full of pencils.
0, The artist said the jar was both full and empty.
-1, But it was full of pencils! How could he say it was empty? 
0, Artists see things differently.
0, Did you ever see anything that NAME painted?
1, Of course! He's world famous.
0, Did he ever take art lessons?
0, I can't believe it. I drew paintings like that in third grade.
0, Where are they? Maybe they are worth millions.
0," Would you help me, please?"
1, It would be my pleasure.
0, I want to return this opened DVD. Is that possible?
1, No problem at all. Do you have your receipt?
0, Let me dig it out of my wallet.
-1, I'm sorry. You can't return something more than 30 days old. 
-1, There must be some way around this. 
-1," I'm sorry, but I have to tell everyone the same thing -- no. "
-1, That's the dumbest rule I ever heard of. 
-1, Maybe the rules will change if we lose all our customers. 
0, What's the point?
0, The point of what?
0, Of living.
0," Who knows? You live, and then you die."
0, We must be here for some reason.
0, Maybe we're here to have fun.
-1, Then why aren't I having fun? 
-1, Because you're always thinking too much. 
-1, So I should stop thinking? 
0, Stop thinking about what the point is.
0, Okay. I'll start thinking about having some fun.
0, Just be patient. Fun doesn't come along every five minutes.
1, Beer is a powerful drug.
0, So are cigarettes.
0, Which would you prefer?
0, What do you mean?
0," When you die and go to heaven, they will offer you beer or cigarettes."
0, I could pick only one or the other?
-1," Yes. Nothing's perfect, not even in heaven. "
-1," Boy, that's a tough one. "
0," What's so tough about it? Of course, I would pick cigarettes."
1, But cigarettes taste much better when you have a cold beer.
-1," Well, you can't have everything. "
-1, I don't think I want to go to your heaven. 
0, My pants have a hole in the front pocket.
-1, You shouldn't carry pens in your pocket. 
0, Yesterday a pen fell through my pants onto my shoe.
0, Lucky for you it wasn't a sharp knife.
0, Who carries a sharp knife in their pocket?
-1," Criminals, of course. "
0," Anyway, I have to fix the hole."
0, You can sew it up or use an iron-on patch.
0, Tell me about this patch.
0, The patch has glue. The hot iron melts the glue so the patch sticks on.
0, That sounds a lot easier than sewing.
0," It is. But after about ten washings, the glue washes off."
0, Do you know any good jokes?
0, I can't remember jokes.
0, Neither can I.
0, They go in one ear and out the other.
0, Who makes up all these jokes?
0, Who knows? But there must be a hundred new ones every day.
0," Yes, just in English alone."
0, I wonder if every language has jokes.
1, Of course! People everywhere like good jokes.
